shop_name,address,latitude,longitude,city,postcode
Audilab  Audioprothésiste Puilboreau,1 rue du 14 juillet 17138 Puilboreau,46.176419,-1.11478,Puilboreau,17138
Audilab  Audioprothésiste Pézenas,10 avenue Paul Vidal de la Blache 34120 Pézenas,43.459218,3.416278,Pézenas,34120
Audilab  Audioprothésiste Quimper,6 rue du Frugy 29000 Quimper,47.987747,-4.107784,Quimper,29000
Audilab  Audioprothésiste Quimperlé,1 rue Jean-Marie le Gall 29300 Quimperlé,47.868508,-3.576886,Quimperlé,29300
Audilab  Audioprothésiste Rennes,22 rue de Nemours 35000 Rennes,48.107987,-1.680168,Rennes,35000
Audilab  Audioprothésiste Rezé,4 rue Victor Hugo 44400 Rezé,47.189464,-1.55306,Rezé,44400
Audilab  Audioprothésiste Richelieu,3ter rue de Loudun 37120 Richelieu,47.012256,0.32276,Richelieu,37120
Audilab  Audioprothésiste Rillieux-la-Pape,62 avenue de l'Europe 69140 Rillieux-la-Pape,45.818058,4.903728,Rillieux-la-Pape,69140
Audilab  Audioprothésiste Rochefort,Avenue d'aunis 17300 Rochefort,45.949536,-0.976639,Rochefort,17300
Audilab  Audioprothésiste Romorantin,11 place de la Paix 41200 Romorantin-Lanthenay,47.359527,1.742805,Romorantin-Lanthenay,41200
